text,name
"RT @haechan_chanhae: 막콘 뉴욕시티 1열 직캠
칭구가 찍어서 내 눈에 넣어줌 진짜 잘보임 🥹
노래도 진짜 좋고 무대 위 해찬이가 너무 행복해보여서 계속 보게 됨ㅜㅠㅜㅜ
뉴욕시티 풀버전 기다려요,, https://t.co/eriU6WT…",🐻동혁
"RT @_waveww717: 갤러리에 붙어있던 2장
성장이란..🥹 https://t.co/9PCKmSzeTH",siona
"@PPUPPU23 치킨 양념 안 묻은 안쪽 닭가슴살 엄청 좋아함… 사람음식이라 좀 그렇긴한데… 치킨 머 매일 먹는 것도 아니닉가..🥹
생닭가슴살 삶은걸 젤 좋아하는데 님 온다고 하면 사두겟삼ㅋ 스다듬 완전… https://t.co/P0zQns0IHN",까밀✨
"RT @0820715S2: 한 짝 부가세 포함 8250엔
양손 부가세 포함 13200엔 

양손은 한 분 
한 짝은 두 분 정도 구매 원하시는 분 계시면 해배비 엔빵으로 같이 구매해요...🥹 내년 3월 발매면 발매도 빠른데!...",.
@win_supi 춘니이이임🥹 제가 잘 못다가갔죠 죄송해여 ㅠ 앞으로는 제가 교류 열심히 할게요 저희 친해져여!,인감도장
"RT @Skymyun: 🚨🚨🚨
📣10/27 오후1시 GMA 툽 현황
🌱인기상(K아미) 누적 -45만 격차
🌱글로벌 누적 -37만 격차
     (일득표 우리 18만/상대 14만)
🔥글로벌 일득표+4만리드(전일+1만)
🔥전일보다 낮시간 툽 추이 좋음🥹…",짐니바라기_🥑
"RT @dlseldjs00: 메그네이트 드디어 다녀옴🥹
주차장 넓고 가게 내부도 넓고 손님 많은데도
조용한편이라 커피 한잔하기 너무 좋았음☺️
커피랑 에이드도 맛있었고 소금빵 앙버터도
너무 맛있었음 팬분들이 지민이 생일에 보내주신 꽃,선물들도 보고…","달자⁷(BTS지민,메댄리보)"
@Soyeon_Eichi 그니까..?? 다들 누구 공론화 터졌다고는 하는데 못찾겟어..🥹,춘삼
"RT @Shine4John_0209: 221022

이 사람 몇 살이야 정말..🥹
#쟈니             #JOHNNY
#서영호         #ジャニー    
#NCT           #NCT127
#NEOCITY_THE_LINK_PLUS…",엘랴 💌
"RT @dongdonglatte: 이게 뭐얔ㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ
슈주 특동 4컷 만화ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
동히가 특이에게 이렇게 번쩍 들렸던 적이 없는데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
조심히 잘 갔다 와요🥹

#신동 #shindong #superjunior…",미쳐가는 체리
"RT @violinist_SYC: 221027 응수씨네 

Hype boy cover. #LUCY 
즉석커버 진짜 미친거아냐?!! 너무 잘함🥹🥹 https://t.co/4DIdgCpNFR",far🧸(slow)
"RT @CM1103X: #RT
최근에 기쁜일이 있어서… 본 트윗 알티해주신 한분 추첨해서 아래 타입 페어로 작업해드리겠습니다! 🥹🤍 항상 감사드려요 ♡ https://t.co/guIyKBFhKq",까까
"RT @YJ1999BB: 연준 락나🥹
#MAMAVOTE #TXT https://t.co/Y5GMDAnjJT",tyun nyangnyanggg
"RT @realhappypuppy: 승민이 레전드 호감인 이유 🥹
얼굴에 연기가 있는데 본인은 관심이 없음.. 주위에서 배우상이라고 해도 쑥스러워하기만 하고 “노래 열심히 하겠습니다 ㅎㅎ” 이럼.. https://t.co/wJXlv60FYZ",스타얼라이크🤟
RT @LOB_KOONG: 아아아아🥰🥰🥰🥰 호드 인형 너무 귀여움🥹🥹 https://t.co/Leo5S3b2cH,Tori San | 🐍 Snake Gang 🐍
RT @softhard42323: 콘서트 데이트 젠런아。。😵‍💫🥹 https://t.co/BL90MZ1gA2,🍇
"한 짝 부가세 포함 8250엔
양손 부가세 포함 13200엔 

양손은 한 분 
한 짝은 두 분 정도 구매 원하시는 분 계시면 해배비 엔빵으로 같이 구매해요...🥹 내년 3월 발매면 발매도 빠른데!... https://t.co/ASLSevh5X6",개
RT @myriceball_: 태용아 .. 🥹 https://t.co/BNIxd3GeyP,mbuyy
"@vices_lunae__ ㅋㅋㅋㅋㅋ큐ㅠㅠㅠ그쵸 역시 옆에 랩인이 인형도 하나쯤 있어줘야했는데..,.현실이,..,,.미안하다 랩인아,..너 구하기 힘들더라....🥹🤦‍♀️,.,..,",ㅊl건👍
"🥹 .... 맅늅개텣뉨 만낫을때
역에서 혼자 삐삑 소리난거 너무 부끄러움 ;;
저희 내년에 만나닊가 저 이제 성인요금내요 ;",연우
"RT @gs_bbzc: #원신_트친소
종탈 메인cp에 콜레엠버와 타이사이콜레(논씨피 가좍관계)를 주로 먹습니다...알티 위주로 고등학생 이상이신 분들만 찾아뵐게요🥹 https://t.co/vuT3HG0aWU",Zhongli enjoyer
"RT @KAIHEART_88: 221022 AWESOME MUSIC FESTIVAL 
빛 설정에는 실패했지만, 종인이가 너무 멋있어 🥲🥲❤️ 오늘 한강 콘서트도 정말 수고많으셨습니다!🥹❤️
#KAI #카이 #종인 #엑소카이 https://t.co/P…",🍮
"RT @_youimma: 짜식 잘하는군...🥹 #로제 #ROSÉ 
https://t.co/txxnVfu7MU",rosieposie
"@neunyo01 끼요옷 느-느뇨님🥹🥹

🫶🫶🫶💓💓",설YU
"연준 락나🥹
#MAMAVOTE #TXT https://t.co/Y5GMDAnjJT",🦊🦊나 몰라🦊🦊
파워 간호사 버전 하고싶은데 핫 걸 들만 가능 할 것 같아서 못하겠다 🥹,첼 (계이중 메인트확인🙏)
RT @0620homii: 주먹 쥐고 서있는 모습 귀엽다고 해도 되는지🥹 https://t.co/diVjL8D6KI,퐁구리힝
구래도 너무 존나 장함 누가 저렇게 만회하냐 진짜ㅜㅜ 미춋네  .... 🥹,귀여워
"RT @Jin1204rjS: 완전 신난 석진 🥹 너무 귀여워⸝⸝⸝♡︎

#TheAstronaut    #JinXColdplay #Yours_Jin #SuperTuna_Jin #JIN    #방탄소년단진 @bts_twt https://t.co/yECi…",석찌니츄ㅇw.ㅇ🌌ᴛʜᴇᴀsᴛʀᴏɴᴀᴜᴛ🌍🌕
RT @Manju_kep1er: 케플러 스밍 436% 상승..🥹 https://t.co/YcCvo7zRgA,시로미(시로싸폴그잡채)
